"ID,""Description"",""GeneRatio"",""BgRatio"",""RichFactor"",""FoldEnrichment"",""zScore"",""pvalue"",""p.adjust"",""qvalue"",""geneID"",""Count"""
"GO:0097113,""AMPA glutamate receptor clustering"",""6/1653"",""10/18860"",0.6,6.84573502722323,5.73095009156165,6.92078605792903e-05,0.0034719276723944,0.00291593229753741,""23657/54434/22871/91851/51201/348"",6"
"GO:0097688,""glutamate receptor clustering"",""6/1653"",""10/18860"",0.6,6.84573502722323,5.73095009156165,6.92078605792903e-05,0.0034719276723944,0.00291593229753741,""23657/54434/22871/91851/51201/348"",6"
"GO:0043269,""regulation of monoatomic ion transport"",""64/1653"",""449/18860"",0.142538975501114,1.62630676222081,4.16308003238812,7.11304091979991e-05,0.00353734617568137,0.00297087466517593,""51083/7220/4638/7871/857/5144/1272/55636/7881/9474/801/288/7225/1908/57158/23327/493/3755/775/6546/5026/196527/2316/2273/1729/8573/8787/6769/1756/3958/477/1804/2257/274/151651/810/596/5350/5349/5621/818/3760/10681/286183/781/3690/776/117/196996/3764/3280/816/6865/6348/6833/6330/287/2946/117531/1909/3757/9843/5028/84766"",64"
"GO:0034765,""regulation of monoatomic ion transmembrane transport"",""49/1653"",""318/18860"",0.154088050314465,1.75807660552379,4.22563074467334,7.21346339501285e-05,0.00355636182379987,0.00298684514259924,""51083/7220/7871/857/5144/55636/7881/9474/801/288/7225/1908/57158/23327/493/3755/775/6546/5026/196527/2316/2273/1729/8787/6769/1756/477/1804/2257/274/810/596/5350/5349/5621/3760/10681/781/3690/776/117/3764/287/2946/117531/1909/3757/9843/84766"",49"
"GO:1901888,""regulation of cell junction assembly"",""45/1653"",""285/18860"",0.157894736842105,1.80150921769032,4.22580757976042,7.80008209737197e-05,0.00379830732352206,0.00319004542885325,""7414/2047/4131/8321/90102/10979/5906/5747/11141/857/10611/9423/9475/8829/8473/23603/22871/2045/7162/2824/9294/2042/84189/2260/7436/54413/51804/84525/4915/257194/1400/9378/6585/64284/11170/1845/5578/8825/145581/6385/7855/347902/9844/7124/26050"",45"
"GO:0042537,""benzene-containing compound metabolic process"",""9/1653"",""23/18860"",0.391304347826087,4.46460980036298,5.15294558507276,7.83703906584374e-05,0.00379830732352206,0.00319004542885325,""116285/2948/6716/8564/64577/2944/2946/2947/2053"",9"
"GO:0010880,""regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"",""12/1653"",""39/18860"",0.307692307692308,3.51063334729396,4.86449125358547,8.19822732835039e-05,0.00393997160427192,0.00330902355588349,""5144/55636/801/57158/775/6546/1756/477/810/5350/287/2946"",12"
"GO:0048565,""digestive tract development"",""27/1653"",""141/18860"",0.191489361702128,2.18480905124146,4.37683097350265,8.44329059241182e-05,0.0040239315748336,0.00337953815554168,""3239/3209/51339/93649/7042/4882/56034/596/140628/348093/10413/2294/3280/25803/2737/57216/2254/8854/6943/2263/3572/79827/5919/7855/6663/8642/7124"",27"
"GO:0001657,""ureteric bud development"",""21/1653"",""98/18860"",0.214285714285714,2.44490536686544,4.44483919693443,9.66044344003696e-05,0.00455083810664368,0.00382206574219179,""3237/2247/9241/2260/596/51804/2138/4089/5087/2719/3280/9955/80000/2737/650/6943/2263/847/6385/168667/8642"",21"
"GO:0061572,""actin filament bundle organization"",""31/1653"",""173/18860"",0.179190751445087,2.0444873395368,4.2775945387538,9.70803023274224e-05,0.00455083810664368,0.00382206574219179,""408/171024/1809/673/90102/10979/800/10580/7168/9475/5058/1902/8829/80206/961/5295/2316/87/56776/10163/10398/4739/7043/55704/11170/4430/6385/10083/4233/10174/10391"",31"
"GO:0048568,""embryonic organ development"",""66/1653"",""472/18860"",0.139830508474576,1.59540434956474,4.06030756623401,9.87276858663351e-05,0.00459043606072822,0.00385532246990233,""1746/146057/3236/3237/3204/55636/2202/9423/50814/3249/128344/2001/7042/51141/5340/3221/9241/4254/57545/613/84189/5396/2260/51676/79805/23493/6913/348093/7732/25902/51804/10413/4325/2138/2709/430/5087/2294/3280/286262/7003/6665/80000/2737/8820/57216/2254/4646/4297/219736/2200/8854/3235/6943/2263/1028/1909/10083/8932/5919/7855/55897/7124/7976/347733/3638"",66"
"GO:0055074,""calcium ion homeostasis"",""50/1653"",""331/18860"",0.151057401812689,1.72349824451743,4.11593649709973,0.000101911120406839,0.00470023949682834,0.00394754195599667,""958/7220/858/3708/857/5144/55636/286097/7223/9474/368/801/7225/1908/57158/811/493/775/57419/6546/2316/1729/4880/1756/2247/477/5579/2260/169200/810/596/5350/9899/4907/84899/348/118987/3690/5334/10518/309/6348/6444/287/84068/2946/219931/1909/5028/9104"",50"
"GO:0001503,""ossification"",""64/1653"",""455/18860"",0.140659340659341,1.60486095876296,4.04796285484537,0.000105276439690787,0.00481660766873288,0.00404527489944472,""4330/25937/83999/8321/10979/5747/3295/4745/54795/3192/64093/57419/8313/6546/196527/340419/91851/4882/2824/4880/5764/2822/2247/3371/9241/4921/57211/169200/596/3400/9260/7473/6657/10413/4325/5179/4089/5087/1305/54829/90993/2719/3570/4054/7171/10492/6348/117581/2737/5701/166929/2254/5781/116337/650/222663/3488/2263/847/3572/1291/8642/7124/25840"",64"
"GO:0042759,""long-chain fatty acid biosynthetic process"",""12/1653"",""40/18860"",0.3,3.42286751361162,4.75437058884255,0.000107845775347951,0.00489499991440421,0.00411111339108354,""3295/2948/2182/5354/79071/2944/23205/9415/1576/9444/2946/3992"",12"
"GO:0072163,""mesonephric epithelium development"",""21/1653"",""99/18860"",0.212121212121212,2.42020935305872,4.39121955431944,0.000112634217157627,0.0049661907354454,0.00417090369605238,""3237/2247/9241/2260/596/51804/2138/4089/5087/2719/3280/9955/80000/2737/650/6943/2263/847/6385/168667/8642"",21"
"GO:0072164,""mesonephric tubule development"",""21/1653"",""99/18860"",0.212121212121212,2.42020935305872,4.39121955431944,0.000112634217157627,0.0049661907354454,0.00417090369605238,""3237/2247/9241/2260/596/51804/2138/4089/5087/2719/3280/9955/80000/2737/650/6943/2263/847/6385/168667/8642"",21"
"GO:0051961,""negative regulation of nervous system development"",""28/1653"",""151/18860"",0.185430463576159,2.11567969936259,4.26624600568686,0.000112887706873213,0.0049661907354454,0.00417090369605238,""9706/1746/5108/1745/1600/9423/8829/7225/23111/80031/9037/2045/5764/9241/222223/6653/3400/7473/430/257194/3280/6585/283659/6833/23500/4776/6663/7124"",28"
"GO:0072073,""kidney epithelium development"",""28/1653"",""151/18860"",0.185430463576159,2.11567969936259,4.26624600568686,0.000112887706873213,0.0049661907354454,0.00417090369605238,""25937/3237/9863/25959/2045/2247/9241/2260/596/51804/10413/2138/4089/5087/2719/3280/9955/80000/2737/7021/650/6943/2263/847/1909/6385/168667/8642"",28"
"GO:0001649,""osteoblast differentiation"",""42/1653"",""265/18860"",0.158490566037736,1.80830736568161,4.10718778415496,0.000122067217035393,0.00530044529178821,0.00445163064327212,""25937/8321/10979/5747/3295/4745/54795/3192/64093/8313/340419/4880/2247/3371/9241/4921/169200/3400/7473/6657/10413/5179/4089/90993/3570/7171/10492/6348/117581/2737/5701/2254/116337/650/222663/3488/2263/847/3572/1291/7124/25840"",42"
"GO:0050768,""negative regulation of neurogenesis"",""27/1653"",""144/18860"",0.1875,2.13929219600726,4.25356455175912,0.000122339356271384,0.00530044529178821,0.00445163064327212,""9706/1746/5108/1745/1600/9423/8829/7225/23111/80031/9037/2045/5764/9241/6653/3400/7473/430/257194/3280/6585/283659/6833/23500/4776/6663/7124"",27"
"GO:0072006,""nephron development"",""29/1653"",""160/18860"",0.18125,2.06798245614035,4.20481104470293,0.000130568516408338,0.00561444620555854,0.0047153473713593,""55959/25937/4811/3237/284/9863/2247/9241/596/51804/10413/2138/4089/5087/3690/2719/59/3570/3280/9955/80000/2737/57216/7021/650/6943/1909/1286/8642"",29"
"GO:0003205,""cardiac chamber development"",""31/1653"",""176/18860"",0.176136363636364,2.00963812352197,4.17090524176026,0.000134631373531339,0.00574594645690842,0.00482578913922624,""55742/113622/8321/8543/7168/53834/55636/11064/8829/3209/93649/7042/10512/9241/57211/23493/4089/8828/2294/3764/3280/80000/57216/287/7049/650/2263/1909/9782/55897/11174"",31"
"GO:0034762,""regulation of transmembrane transport"",""63/1653"",""450/18860"",0.14,1.59733817301875,3.97505195739038,0.000135934631097127,0.00575859374255162,0.00483641108535041,""51083/7220/673/10580/5906/7871/857/5144/55636/7881/9474/801/288/65010/7225/1908/57158/23327/5295/493/3755/775/6546/5026/196527/2316/2273/1729/8787/6769/1756/477/1804/2257/274/5579/1365/810/596/5350/5997/5349/5621/3760/10681/3667/8501/781/3690/776/117/2719/3764/287/3099/5781/2946/117531/1909/3757/9843/84766/7124"",63"
"GO:0035886,""vascular associated smooth muscle cell differentiation"",""12/1653"",""41/18860"",0.292682926829268,3.33938294010889,4.64770070630822,0.000140409013426673,0.00590440549843487,0.00495887250979805,""6443/93649/4775/23493/4773/30008/9444/3280/2254/4776/1909/55897"",12"
"GO:0051588,""regulation of neurotransmitter transport"",""22/1653"",""108/18860"",0.203703703703704,2.32416929936591,4.27734984669371,0.000146577654151045,0.00611881462839288,0.0051389461075007,""673/5906/286097/6623/22871/2824/8573/477/8564/5579/9783/9899/26509/1136/9627/3690/55784/6865/594855/23208/5028/8291"",22"
"GO:1904888,""cranial skeletal system development"",""17/1653"",""73/18860"",0.232876712328767,2.65702044435605,4.39646638421296,0.000150257964175357,0.00622699490665847,0.00522980236866633,""1746/51715/7042/51141/9241/5396/6913/25902/51804/4325/55165/2767/2737/2263/1909/145173/3638"",17"
"GO:0043491,""phosphatidylinositol 3-kinase/protein kinase B signal transduction"",""52/1653"",""354/18860"",0.146892655367232,1.67598032681548,3.97944573185741,0.000154208271337642,0.00634455592432416,0.00532853713525388,""5465/958/10979/84830/5747/284/9863/4534/5289/8395/7042/152/5295/85453/56005/57462/9037/2045/7162/25879/2247/56034/2260/4921/57624/4693/3667/4915/55165/55273/55024/9378/23551/2549/222950/50507/55704/5286/1292/6348/9518/5781/219736/3488/5578/847/23026/114897/6237/1291/558/7124"",52"
"GO:0051145,""smooth muscle cell differentiation"",""18/1653"",""80/18860"",0.225,2.56715063520871,4.35362602212358,0.000155313486519563,0.00634455592432416,0.00532853713525388,""6443/4204/93649/93166/4775/23493/348093/4773/30008/2294/9444/3280/2254/4776/2263/1909/1827/55897"",18"
"GO:0035296,""regulation of tube diameter"",""29/1653"",""162/18860"",0.179012345679012,2.04245180853368,4.13008599411919,0.000163397931914081,0.00658079417335655,0.00552694413138586,""196740/857/148/54795/9475/9474/1908/152/3778/6546/4880/477/10335/5997/5592/348/3680/3274/2549/59/3764/5286/2982/5781/153/1909/3672/5028/7124"",29"
"GO:0097746,""blood vessel diameter maintenance"",""29/1653"",""162/18860"",0.179012345679012,2.04245180853368,4.13008599411919,0.000163397931914081,0.00658079417335655,0.00552694413138586,""196740/857/148/54795/9475/9474/1908/152/3778/6546/4880/477/10335/5997/5592/348/3680/3274/2549/59/3764/5286/2982/5781/153/1909/3672/5028/7124"",29"
"GO:0051797,""regulation of hair follicle development"",""8/1653"",""20/18860"",0.4,4.56382335148215,4.94235453023007,0.000164880370528419,0.00659406181155263,0.00553808708664832,""51083/10468/11187/7042/4804/4089/1001/7124"",8"
"GO:0061041,""regulation of wound healing"",""26/1653"",""139/18860"",0.18705035971223,2.13416199889453,4.15969174148049,0.000168631812037647,0.00669725925724514,0.00562475846730834,""90102/10979/84830/4638/5747/857/284/23189/58189/196527/55966/5340/8573/2247/3818/4921/1365/5592/348/301/11117/25817/302/114897/7128/7124"",26"
"GO:0060675,""ureteric bud morphogenesis"",""16/1653"",""67/18860"",0.238805970149254,2.72467065760129,4.38317385359184,0.000170466417462659,0.00672343063082034,0.00564673875050537,""3237/2247/9241/596/51804/2138/4089/5087/2719/3280/9955/80000/2737/650/6943/8642"",16"
"GO:0055123,""digestive system development"",""28/1653"",""155/18860"",0.180645161290323,2.06108151357259,4.11129763789153,0.000179334403883977,0.00702474969734564,0.0058998045055702,""3239/3209/51339/93649/7042/4882/56034/596/140628/348093/10413/2294/3280/25803/2737/57216/2254/8854/6943/2263/1028/3572/79827/5919/7855/6663/8642/7124"",28"
"GO:0036293,""response to decreased oxygen levels"",""49/1653"",""330/18860"",0.148484848484848,1.6941465471411,3.94288041750629,0.000181508493773839,0.00703709117241143,0.00591016961370011,""5465/4352/132864/3777/3708/857/4204/9475/5058/210/93649/7042/7225/3778/665/4880/56776/4921/1365/596/4693/84962/8322/7043/6657/5179/6326/6285/4089/5228/430/10525/10449/64344/84557/3764/79625/3673/2309/5740/4017/7049/3099/650/2263/847/1909/1291/7124"",49"
"GO:0035150,""regulation of tube size"",""29/1653"",""163/18860"",0.177914110429448,2.02992142934022,4.09312596703622,0.000182426098957358,0.00703709117241143,0.00591016961370011,""196740/857/148/54795/9475/9474/1908/152/3778/6546/4880/477/10335/5997/5592/348/3680/3274/2549/59/3764/5286/2982/5781/153/1909/3672/5028/7124"",29"
"GO:0090263,""positive regulation of canonical Wnt signaling pathway"",""23/1653"",""117/18860"",0.196581196581197,2.24290463854892,4.17978905858095,0.000183340896081361,0.00703709117241143,0.00591016961370011,""55959/6907/54795/23189/25960/51339/1454/9037/340419/55206/259266/2247/10413/51704/2719/81847/23500/2254/406/2263/79705/1001/57805"",23"
"GO:0009612,""response to mechanical stimulus"",""37/1653"",""228/18860"",0.162280701754386,1.85155114040394,4.0095127451451,0.000185811559096761,0.00708437537649584,0.00594988171339312,""1111/4131/958/5747/3249/7098/9215/11280/6546/355/7846/5764/1756/2247/3371/477/84189/4921/9020/4792/2115/3690/4212/9378/2549/3673/63895/5781/117531/5578/1827/168507/5028/8932/1291/2934/7124"",37"
"GO:0001658,""branching involved in ureteric bud morphogenesis"",""15/1653"",""61/18860"",0.245901639344262,2.80562910951772,4.37793459320334,0.000190614780396424,0.00721937701382216,0.0060632641544014,""3237/2247/9241/596/51804/2138/4089/5087/2719/9955/80000/2737/650/6943/8642"",15"
"GO:0046879,""hormone secretion"",""49/1653"",""331/18860"",0.148036253776435,1.68902827962708,3.91983901155495,0.000195339243046828,0.00734963901963691,0.00617266596968613,""6567/51083/8622/22841/8609/2781/51768/3708/56943/55636/54795/2044/2182/27230/1908/152/84417/111/6616/6571/2775/1081/6453/7447/2822/5579/2260/8322/818/3667/4089/79751/2308/301/2767/6865/6833/594855/25924/5781/7021/140606/406/5578/114897/2151/5028/1588/7124"",49"
"GO:0072330,""monocarboxylic acid biosynthetic process"",""38/1653"",""237/18860"",0.160337552742616,1.82938066831563,3.98241428801694,0.000197295929893224,0.00737474132718526,0.00619374838736002,""116285/3295/2948/114880/134429/23600/4830/2182/341/5354/9388/51141/4023/10797/2628/9200/8564/64577/79071/5563/2944/25902/5565/8309/23205/9415/1576/9444/5740/79966/32/9373/2946/3992/8854/1593/5947/3638"",38"
"GO:0001823,""mesonephros development"",""21/1653"",""103/18860"",0.203883495145631,2.32622064031857,4.18307723667037,0.000202796852799369,0.00748254968490058,0.00628429228742628,""3237/2247/9241/2260/596/51804/2138/4089/5087/2719/3280/9955/80000/2737/650/6943/2263/847/6385/168667/8642"",21"
"GO:0060419,""heart growth"",""21/1653"",""103/18860"",0.203883495145631,2.32622064031857,4.18307723667037,0.000202796852799369,0.00748254968490058,0.00628429228742628,""5465/113622/10611/148/5058/7042/2247/9241/2260/23493/5997/5592/10413/2242/4211/32/983/2254/7049/2263/55897"",21"
"GO:0072171,""mesonephric tubule morphogenesis"",""16/1653"",""68/18860"",0.235294117647059,2.68460197146009,4.313287797655,0.000205011902119894,0.0075157888988697,0.00631220856527042,""3237/2247/9241/596/51804/2138/4089/5087/2719/3280/9955/80000/2737/650/6943/8642"",16"
"GO:0060560,""developmental growth involved in morphogenesis"",""39/1653"",""246/18860"",0.158536585365854,1.80883242589232,3.95775977443811,0.000208183934191469,0.00758346445631216,0.00636904654184158,""9706/3239/7414/4131/113622/85407/55909/9423/5058/8829/1908/23327/23111/8153/80031/9037/2045/4882/3371/54413/5592/51804/7473/9201/10413/10479/348/6285/8828/10371/4692/6585/4137/9373/57216/2263/1909/114804/55897"",39"
"GO:0008360,""regulation of cell shape"",""26/1653"",""141/18860"",0.184397163120567,2.10389019749177,4.07790673329631,0.000214026281433693,0.00774693862986892,0.00650634191993298,""55742/23221/10979/11149/7168/5747/4651/1902/10630/3249/10602/1729/989/54873/51177/1690/6285/301/2242/6348/3679/57381/23136/29780/57464/5028"",26"
"GO:0045446,""endothelial cell differentiation"",""24/1653"",""126/18860"",0.19047619047619,2.1732492149915,4.0954673180859,0.000222089514877124,0.00798823858856773,0.00670900004226623,""7414/8321/5906/5144/9475/10630/8829/3209/9294/25932/1365/26084/23493/4693/8322/4089/55273/64102/11167/2947/1909/4233/55897/7124"",24"
"GO:1900024,""regulation of substrate adhesion-dependent cell spreading"",""15/1653"",""62/18860"",0.241935483870968,2.76037702710614,4.30317385082641,0.000231324223802224,0.00826839522453074,0.00694429232374703,""673/10979/5747/23189/10630/8829/81848/811/23603/2316/4739/3690/2633/55679/2192"",15"
"GO:0021675,""nerve development"",""20/1653"",""97/18860"",0.206185567010309,2.35248626365059,4.13914621877047,0.000243189292362738,0.00858518248779319,0.0072103491946145,""55959/2047/55636/1902/8829/2583/9215/4882/4804/84189/4693/51804/2562/89797/8828/10371/3280/2561/2737/1909"",20"
"GO:0045666,""positive regulation of neuron differentiation"",""20/1653"",""97/18860"",0.206185567010309,2.35248626365059,4.13914621877047,0.000243189292362738,0.00858518248779319,0.0072103491946145,""1746/1745/4131/10362/1600/55906/7225/152/1756/2247/2260/5121/90527/7732/51704/6285/650/221336/4681/151449"",20"
"GO:0010812,""negative regulation of cell-substrate adhesion"",""16/1653"",""69/18860"",0.231884057971014,2.64569469651139,4.24465157158729,0.000245473408895209,0.00861265291700431,0.00723342050234963,""90102/3204/23189/81848/5295/23603/55966/5340/1029/8573/8322/8324/2633/11170/2192/10391"",16"
"GO:0046928,""regulation of neurotransmitter secretion"",""19/1653"",""90/18860"",0.211111111111111,2.40868454661558,4.1518919853151,0.00025028006190425,0.00872775410994149,0.00733008936116234,""673/5906/286097/6623/22871/8573/8564/5579/9783/9899/26509/1136/9627/55784/6865/594855/23208/5028/8291"",19"
"GO:0001666,""response to hypoxia"",""47/1653"",""317/18860"",0.148264984227129,1.69163799305726,3.84912177888965,0.000251814447981669,0.00872804138186161,0.00733033062928457,""5465/4352/132864/3777/3708/857/4204/9475/5058/210/93649/7042/7225/3778/665/4880/56776/4921/1365/596/4693/84962/8322/7043/6657/5179/6326/6285/4089/5228/430/10525/10449/64344/3764/79625/3673/2309/5740/4017/7049/3099/650/2263/847/1909/7124"",47"
"GO:0051924,""regulation of calcium ion transport"",""38/1653"",""240/18860"",0.158333333333333,1.80651340996169,3.89736026503031,0.000256011892115505,0.00882007235547333,0.00740762373952472,""7220/4638/857/5144/55636/9474/801/7225/57158/775/6546/5026/1729/8573/8787/1756/3958/477/274/151651/810/596/5350/5621/818/10681/781/3690/776/117/196996/3280/816/6348/287/2946/117531/84766"",38"
"GO:0044557,""relaxation of smooth muscle"",""6/1653"",""12/18860"",0.5,5.70477918935269,5.05289658142157,0.000260940224216545,0.0088828401327049,0.00746033986904823,""6546/10335/5997/5592/2982/6833"",6"
"GO:0097084,""vascular associated smooth muscle cell development"",""6/1653"",""12/18860"",0.5,5.70477918935269,5.05289658142157,0.000260940224216545,0.0088828401327049,0.00746033986904823,""6443/23493/30008/3280/4776/1909"",6"
"GO:0048608,""reproductive structure development"",""47/1653"",""318/18860"",0.147798742138365,1.6863183767269,3.82563979972401,0.000270953536983338,0.00916913182253084,0.00770078473531593,""3239/10468/2674/3295/10046/55636/6716/152006/3209/93649/7042/7098/1081/4882/2316/259266/9468/4880/8747/3371/9241/4254/5241/8879/596/10549/8322/3400/51804/472/4089/2309/6665/80000/8820/5176/2254/23639/5781/6943/2263/1028/10018/1291/151449/558/1588"",47"
"GO:0006836,""neurotransmitter transport"",""35/1653"",""216/18860"",0.162037037037037,1.84877103358652,3.88858015897381,0.000281620056265409,0.0094740300104816,0.00795685645039666,""673/5906/3382/286097/6623/6616/6571/22871/6540/2824/8573/477/55879/8564/5579/9783/6581/9899/26509/1136/9627/3690/9378/6529/415117/3764/55784/6865/6531/6833/594855/23208/8825/5028/8291"",35"
"GO:0071805,""potassium ion transmembrane transport"",""34/1653"",""208/18860"",0.163461538461538,1.86502396574992,3.88812556387431,0.000289067696324499,0.00961150090278961,0.00807231271926983,""51083/3777/3785/857/7881/3249/288/1908/56479/23327/3755/9215/6616/3778/57419/196527/2316/2273/477/1804/274/3779/5621/3760/10479/776/3764/6833/287/27012/55283/259232/3757/23704"",34"
"GO:0090101,""negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"",""34/1653"",""208/18860"",0.163461538461538,1.86502396574992,3.88812556387431,0.000289067696324499,0.00961150090278961,0.00807231271926983,""5465/1745/10468/8321/858/857/9863/84312/23089/23111/8473/161742/91851/25928/9241/6653/3547/348093/753/408050/9480/203100/54829/11117/9518/63976/27122/54756/7049/2200/650/4681/168667/1001"",34"
"GO:0044091,""membrane biogenesis"",""16/1653"",""70/18860"",0.228571428571429,2.6078990579898,4.17722230585712,0.000292670246051728,0.00967503547497012,0.00812567284900538,""57132/91782/858/11141/857/6711/288/55968/22871/116238/54413/93099/9378/1104/302/1291"",16"
"GO:0019722,""calcium-mediated signaling"",""38/1653"",""242/18860"",0.15702479338843,1.79158354706944,3.84132547630487,0.00030339917192471,0.00997206818527251,0.00837513866601604,""83988/3708/55607/54795/23261/801/57158/493/775/6546/5026/1756/4775/477/151651/5121/810/5350/5621/4773/168620/55273/257194/10645/2633/3764/55784/4137/6348/6444/287/2946/4776/219931/1827/55283/7124/9104"",38"
"GO:0030326,""embryonic limb morphogenesis"",""24/1653"",""129/18860"",0.186046511627907,2.12270853557309,3.96574308250745,0.000320726418103494,0.0104217862791698,0.00875283879070721,""146057/3239/51776/221833/3236/55636/3209/7042/221322/775/340419/730094/9241/5396/2260/7473/4089/5087/2719/2737/2254/8854/3235/10018"",24"
"GO:0035113,""embryonic appendage morphogenesis"",""24/1653"",""129/18860"",0.186046511627907,2.12270853557309,3.96574308250745,0.000320726418103494,0.0104217862791698,0.00875283879070721,""146057/3239/51776/221833/3236/55636/3209/7042/221322/775/340419/730094/9241/5396/2260/7473/4089/5087/2719/2737/2254/8854/3235/10018"",24"
"GO:0061337,""cardiac conduction"",""20/1653"",""99/18860"",0.202020202020202,2.30496128862735,4.03487803816301,0.000323342479004325,0.0104474329798064,0.00877437842222263,""7220/857/5144/54795/801/493/775/6546/2316/477/274/5350/10052/3760/781/776/6330/287/3757/23704"",20"
"GO:0062009,""secondary palate development"",""9/1653"",""27/18860"",0.333333333333333,3.80318612623513,4.5176984771022,0.000325662438962001,0.0104632780248522,0.0087876860377505,""8321/55636/3696/7042/3694/7043/2562/4089/7049"",9"
"GO:0003279,""cardiac septum development"",""22/1653"",""114/18860"",0.192982456140351,2.20184459939928,3.98923493165457,0.000329383746890175,0.0105237187065079,0.00883844773337177,""55742/8321/8543/53834/55636/11064/8829/3209/7042/10512/9241/23493/4089/8828/3764/3280/57216/287/7049/2263/9782/11174"",22"
"GO:0032233,""positive regulation of actin filament bundle assembly"",""15/1653"",""64/18860"",0.234375,2.67411524500907,4.1580125684549,0.000335663036754287,0.010655353796211,0.00894900274654397,""171024/673/10979/7168/9475/5058/1902/8829/80206/961/2316/7043/55704/6385/10174"",15"
"GO:0030178,""negative regulation of Wnt signaling pathway"",""31/1653"",""185/18860"",0.167567567567568,1.91187194453982,3.86307011481788,0.000337230116648748,0.010655353796211,0.00894900274654397,""25937/83999/8321/4163/85407/7089/857/51339/1454/8313/7162/25928/9241/27303/169200/6657/348/4089/2308/2719/2309/1540/2737/27122/2254/4776/650/6663/55897/147495/11197"",31"
"GO:0072659,""protein localization to plasma membrane"",""44/1653"",""295/18860"",0.149152542372881,1.70176463953572,3.76528791270268,0.000342177807453922,0.0106936159250051,0.00898113756836365,""22841/51735/57217/10580/5906/7871/10484/9475/1902/6711/11187/288/5295/493/9215/25837/11031/7162/2316/10938/6769/3958/1804/2042/6653/245812/56246/60/90196/51201/5621/818/9378/10133/2633/55704/816/287/23136/30846/10267/5028/8642/7124"",44"
"GO:0033002,""muscle cell proliferation"",""39/1653"",""252/18860"",0.154761904761905,1.7657649871806,3.79305469126938,0.000343859110346939,0.0106936159250051,0.00898113756836365,""2047/858/7168/284/5058/10891/93649/7042/5295/10910/1264/4969/4880/2247/9241/2260/4921/23493/348093/5592/7043/10413/348/3690/30008/2242/3570/25817/3673/983/2254/7049/57447/650/3488/2263/5578/7128/7124"",39"
"GO:0070296,""sarcoplasmic reticulum calcium ion transport"",""13/1653"",""51/18860"",0.254901960784314,2.9083188024151,4.22957121625728,0.000344050591047549,0.0106936159250051,0.00898113756836365,""5144/55636/801/57158/775/6546/1756/477/810/5350/6348/287/2946"",13"
"GO:0055119,""relaxation of cardiac muscle"",""7/1653"",""17/18860"",0.411764705882353,4.69805345005516,4.72787295934147,0.000346696831277939,0.0107176171788029,0.00900129525531286,""5144/6546/477/5350/5997/2946/2934"",7"
"GO:0006874,""intracellular calcium ion homeostasis"",""45/1653"",""304/18860"",0.148026315789474,1.68891489158468,3.75321428085877,0.000349436519426416,0.0107342235688639,0.00901524229387284,""958/7220/858/3708/857/5144/55636/286097/7223/9474/801/7225/1908/57158/811/493/775/57419/6546/2316/1729/4880/1756/2247/477/5579/169200/810/596/5350/9899/84899/348/118987/3690/5334/309/6348/287/84068/2946/219931/1909/5028/9104"",45"
"GO:0048762,""mesenchymal cell differentiation"",""42/1653"",""278/18860"",0.151079136690647,1.72374622987635,3.7679546074048,0.00035098790127252,0.0107342235688639,0.00901524229387284,""25937/10979/5747/9475/10630/3249/8829/7042/1908/23603/161742/80031/8313/9037/10512/9241/4254/2042/2260/596/23493/140628/2146/7043/753/4089/8828/55273/10371/9444/80320/3280/4017/7041/54756/7049/8854/650/6943/2263/1909/6663"",42"
"GO:0051899,""membrane depolarization"",""20/1653"",""100/18860"",0.2,2.28191167574108,3.98368383923379,0.000371434413188407,0.0112991138777899,0.00948967092597258,""7871/857/54795/288/23327/775/11280/6546/2273/1029/477/596/1136/781/776/6330/287/4297/3757/1291"",20"
"GO:0031346,""positive regulation of cell projection organization"",""52/1653"",""367/18860"",0.141689373297003,1.61661317627433,3.6973054062699,0.000376792672835171,0.0114014671743087,0.00957563333972089,""146057/51735/4131/1809/8321/673/5906/11141/1272/9863/9423/5058/1902/8829/10602/5295/23603/8153/22871/22873/9037/989/5764/10938/1756/2042/2260/9638/4921/51765/10163/4739/7436/5997/8322/2146/7473/7043/348/4915/57451/257194/2242/79625/3673/55704/4137/816/5176/4747/4135/347733"",52"
"GO:0061458,""reproductive system development"",""47/1653"",""323/18860"",0.145510835913313,1.66021437708716,3.70945145021717,0.000387714703835334,0.0116702125854436,0.00980134179280128,""3239/10468/2674/3295/10046/55636/6716/152006/3209/93649/7042/7098/1081/4882/2316/259266/9468/4880/8747/3371/9241/4254/5241/8879/596/10549/8322/3400/51804/472/4089/2309/6665/80000/8820/5176/2254/23639/5781/6943/2263/1028/10018/1291/151449/558/1588"",47"
"GO:0048638,""regulation of developmental growth"",""48/1653"",""332/18860"",0.144578313253012,1.649574705355,3.7010679064391,0.000392258148795754,0.0117166751958845,0.00984036386906451,""9706/5465/4131/55636/9423/4534/5058/8829/27230/23327/23111/8153/80031/9037/2045/5026/1081/4880/55777/2247/55841/9241/2260/8879/596/23493/5997/51804/7473/10413/84525/348/10371/6585/4137/6531/6665/9518/32/9373/983/2254/7049/153/2263/10018/8825/114804"",48"
