",""logFC"",""AveExpr"",""t"",""P.Value"",""adj.P.Val"",""B"",""GeneSymbol"""
"208791_at,1.00124220829947,10.6330342758766,3.21787511609161,0.00390943048541977,0.226713968577347,-1.83133417839433,""CLU"""
"236398_s_at,-0.656182911470546,5.50511728597283,-3.21779052589565,0.00391021450003525,0.226713968577347,-1.83150356441129,""LNCATV"""
"1562299_at,-0.884954069516541,4.89212428606922,-3.21778994464106,0.00391021988785437,0.226713968577347,-1.83150472832901,""TTC6"""
"240280_at,-0.509355791067981,5.53334817053665,-3.2154222413378,0.00393222662305923,0.227507397476998,-1.83624537425298,""UFSP1"""
"229070_at,-1.03656572773146,5.79250977069074,-3.21302823282513,0.00395459984514513,0.228131302120472,-1.84103767366878,""ADTRP"""
"202508_s_at,1.003108730809,6.63597762978778,3.21245682344136,0.00395995815892787,0.228131302120472,-1.84218136332033,""SNAP25"""
239672_at,1.2028192290377,5.03134395179414,3.21216040844241,0.00396274052031711,0.228131302120472,-1.84277462208937,NA
233118_at,-0.550743858713794,4.10491910571426,-3.21182723952586,0.00396587014079351,0.228131302120472,-1.84344142309873,NA
"227115_at,0.615024158415419,5.1972965853556,3.21159584581761,0.00396804514525046,0.228131302120472,-1.84390452051382,""LINC02762"""
"236453_at,0.803559580604182,6.55358202256021,3.20881384161045,0.00399428545699738,0.228494286741087,-1.84947150480475,""LOC105372733"""
"212135_s_at,0.969808613562689,8.50147371824723,3.20876882942073,0.00399471139797593,0.228494286741087,-1.8495615659156,""ATP2B4"""
"202164_s_at,0.540157167119901,8.12602491450942,3.20871144595263,0.00399525446958353,0.228494286741087,-1.84967637915065,""CNOT8"""
"241962_at,0.658482659348954,6.29403501086433,3.20793910887886,0.00400257075547083,0.228673517299235,-1.85122161885135,""NT5DC1"""
"1553961_s_at,0.558669678251992,9.07545135977172,3.20724552212187,0.00400915210483982,0.228733648552418,-1.85260920881156,""SNX21"""
"218730_s_at,0.890051535782543,7.02748829043358,3.20694675568275,0.0040119902873666,0.228733648552418,-1.85320689439151,""OGN"""
"228414_at,0.969555922878956,6.17046017321247,3.20613025462199,0.0040197567080658,0.22893770626406,-1.85484023180721,""KCNMA1"""
"219670_at,0.792111141264377,5.61080914908513,3.20418656832754,0.00403830335942828,0.22973765353853,-1.85872791865832,""BEND5"""
"213467_at,0.738709981455903,6.08584889317857,3.2029321105364,0.00405031736876698,0.22973765353853,-1.86123667455681,""RND2"""
"1564911_at,-0.578206042834892,3.22293395935065,-3.20290160718627,0.0040506099316167,0.22973765353853,-1.86129767382757,""SNHG4"""
"201615_x_at,0.916111343982934,12.2168608320151,3.2022424211703,0.00405693729949258,0.229797743935215,-1.86261584413255,""CALD1"""
"208446_s_at,-0.570136565317117,4.90162250789252,-3.20088679583446,0.00406997971633656,0.229828284807632,-1.86532643237015,""ZFYVE9"""
"240172_at,0.556874928149647,8.19213525588875,3.20084019597825,0.00407042877275494,0.229828284807632,-1.86541960338291,""ERGIC2"""
"204491_at,0.683192075452611,9.96845231568676,3.19976672449126,0.00408078650155444,0.229828284807632,-1.86756577602854,""PDE4D"""
"228194_s_at,1.01649299629311,5.15885780367686,3.19960108488963,0.00408238699869306,0.229828284807632,-1.86789691771609,""SORCS1"""
"213914_s_at,0.529966026667071,7.57038698073829,3.19924433441646,0.00408583617435791,0.229828284807632,-1.86861010553677,""SPTBN1"""
"210102_at,0.925399530677153,6.9785848902417,3.19794675374105,0.00409840540406348,0.230070155342479,-1.87120393261125,""VWA5A"""
235657_at,0.822243839291484,6.33774916519703,3.19793164136992,0.0040985520128683,0.230070155342479,-1.87123414000696,NA
"225381_at,0.951576876449886,8.66298989691843,3.19508626310035,0.00412624639108681,0.230913532684413,-1.87692088786168,""MIR100HG"""
"207876_s_at,1.05599254814661,9.76049246271987,3.19357493070783,0.00414102993660955,0.231267427767239,-1.87994082148282,""FLNC"""
"1557176_a_at,0.504815392428783,4.34646793435881,3.19165463911003,0.00415988781435758,0.231769804978461,-1.88377733040522,""ARMH4"""
"236917_at,0.50175186775291,4.03904328564395,3.18988945638822,0.00417729578038157,0.231889721920031,-1.88730335296755,""LRRC34"""
"219181_at,0.787120298071025,4.37745129468319,3.18942768872646,0.00418186128602013,0.231889721920031,-1.88822565755414,""LIPG"""
236432_at,-0.645200747369445,3.59445242530032,-3.18773119095902,0.00419867609268406,0.232322382528843,-1.89161379387598,NA
"226492_at,1.11031360899064,7.40324682012817,3.18629863256594,0.00421292580865864,0.232322382528843,-1.89447439351329,""SEMA6D"""
"221739_at,-0.588104472751091,9.39645178880664,-3.18617286146028,0.00421417909141421,0.232322382528843,-1.8947255210188,""MYDGF"""
"210882_s_at,0.660349935774104,5.30123161592528,3.18610331493175,0.00421487226293196,0.232322382528843,-1.89486438350269,""TRO"""
"244206_at,-0.809453709781566,6.35924506652641,-3.18593306596648,0.00421656960317091,0.232322382528843,-1.89520431321484,""ZFAND4"""
"1565756_a_at,-0.500207016262326,5.10261016021511,-3.18538506314258,0.0042220375487926,0.232322382528843,-1.89629845342187,""METAP1D"""
"1563571_at,-1.59089393236249,7.48881112563188,-3.18296080523577,0.00424630910575664,0.232632214786818,-1.90113804887115,""CTBP1-AS"""
"225313_at,0.710577527055753,7.32513310027658,3.1823092915729,0.0042528550143925,0.232757605517427,-1.90243849279876,""FAM217B"""
"203068_at,0.543108363261227,9.19937340464905,3.18175981638979,0.00425838330768626,0.232827107347746,-1.90353520300082,""KLHL21"""
"1555912_at,0.772361947249199,5.03716724014424,3.180801762749,0.00426803896137716,0.233121908304991,-1.90544726993487,""ST7-AS1"""
"201030_x_at,0.697433880865102,11.4351560234615,3.1799481833075,0.00427665952289518,0.233253568618785,-1.90715068497186,""LDHB"""
"1553852_at,-0.588247118030925,4.42427601145602,-3.17971852481207,0.00427898178920241,0.233253568618785,-1.90760897146669,""VPS13B"""
"232244_at,0.601359850702129,3.82281834816653,3.17896552611349,0.00428660454058054,0.233256916623154,-1.90911152103549,""MYORG"""
"205857_at,1.64484990718898,8.40079768631141,3.17835645765199,0.00429277986765941,0.233307891912802,-1.91032679167366,""SLC18A2"""
"223652_at,0.64937925057769,8.46804282158639,3.1766238878552,0.00431039344025001,0.234032533610397,-1.91378339833706,""AS3MT"""
"209398_at,-1.26183149776839,10.4954019546423,-3.17490715840563,0.00432791492283888,0.234119172258969,-1.91720784755065,""H1-2"""
"229228_at,0.848605599747885,5.59164172676214,3.1748748115434,0.00432824572552162,0.234119172258969,-1.91727236620488,""CREB5"""
"219478_at,1.1787165717207,8.71206046370134,3.17440892533055,0.00433301293260305,0.234119172258969,-1.91820159532461,""WFDC1"""
"221478_at,0.559936322632248,9.80092699446578,3.17426436248957,0.00433449321227493,0.234119172258969,-1.91848992353755,""BNIP3L"""
"1563316_at,-0.751061255234205,4.98405164901744,-3.1739531850763,0.00433768123453746,0.234119172258969,-1.91911054845179,""NEGR1-IT1"""
"200906_s_at,0.917071295666975,10.4263382542015,3.17218805348836,0.00435580802753207,0.234341044604634,-1.92263065406815,""PALLD"""
"206858_s_at,-2.15799470221479,6.38409191069702,-3.17201129897756,0.00435762721575446,0.234341044604634,-1.92298311362614,""HOXC6"""
"231361_at,0.848828177478002,4.95458608678009,3.17188415064712,0.00435893630293394,0.234341044604634,-1.92323665171394,""NLGN1"""
"242655_at,0.593656381054745,6.30515466349514,3.16950245253503,0.00438352807180293,0.234801678020978,-1.92798527484089,""BARD1"""
"217477_at,0.642350175455507,4.78667336396248,3.16700503540042,0.00440945876899816,0.234801678020978,-1.93296346610587,""PIP5K1B"""
"203585_at,0.964136489592569,9.422105290851,3.16621298374645,0.00441771358238942,0.234801678020978,-1.93454204416983,""ZNF185"""
"239848_at,0.643005895540261,6.10788908587739,3.16614222138363,0.00441845179900459,0.234801678020978,-1.93468306947187,""EIF3M"""
"240122_at,-0.570852792030604,3.5685087631647,-3.16611890981053,0.00441869501924422,0.234801678020978,-1.93472952788241,""DIRAS2"""
1564306_at,-0.570089520483941,4.02247769801364,-3.16564180498263,0.00442367571554511,0.234801678020978,-1.93568034331096,NA
"230986_at,0.914956569684382,6.36075966719606,3.16562654898459,0.0044238350688049,0.234801678020978,-1.935710746059,""KLF8"""
"1558378_a_at,0.833222012718451,6.18533065583948,3.16281064515096,0.00445334324177569,0.235610687533273,-1.94132163067791,""AHNAK2"""
"221571_at,0.519265260421967,7.74600999776796,3.16081766103431,0.00447434285539001,0.235906167423769,-1.94529187683045,""TRAF3"""
"240236_at,1.17128818977277,4.19344836171165,3.15943265196039,0.0044889927211582,0.236222980778946,-1.94805052189202,""STXBP5L"""
"241421_at,1.04163218854428,5.35970149428669,3.15824643206321,0.0045015767574148,0.236329760461945,-1.95041292890284,""LOC105371472"""
"225790_at,1.11857877160838,5.85461552951627,3.15761289000975,0.00450831166276741,0.236329760461945,-1.95167454410357,""MSRB3"""
"212991_at,0.716200301817292,6.48536650439484,3.15207140126715,0.00456763739924697,0.237837687369162,-1.96270639459026,""FBXO9"""
"219090_at,0.904749952175214,8.1701660254729,3.15188524399946,0.0045696433917573,0.237837687369162,-1.96307688876535,""SLC24A3"""
"204793_at,0.748911255526757,8.8542846241841,3.15182893407576,0.00457025034362768,0.237837687369162,-1.96318895665968,""GPRASP1"""
"238463_at,0.956547288785933,4.8450224943516,3.1516779983245,0.00457187763008668,0.237837687369162,-1.96348934565677,""GAS1RR"""
"233175_at,-0.594430321196826,3.77490122614157,-3.14991402250095,0.0045909371732254,0.238375583994396,-1.96699964447537,""ZNF460"""
"222966_at,-0.713471320679211,3.80690926246001,-3.14857541885398,0.00460545183703581,0.238782456393535,-1.96966305335173,""TLK1"""
"200911_s_at,0.622566028965494,10.9509044835467,3.14833364262289,0.00460807817328291,0.238782456393535,-1.97014407648855,""TACC1"""
"226112_at,0.665679387338864,8.7708368568178,3.14798433421156,0.00461187515229214,0.238782456393535,-1.9708390189929,""SGCB"""
"210853_at,-0.768120220681693,4.07600728565764,-3.14751186713157,0.00461701567460299,0.238822452231711,-1.97177894562375,""SCN11A"""
"222696_at,0.649860670103347,8.81966388819828,3.14420973606888,0.00465309828793098,0.239988850293085,-1.9783469963524,""AXIN2"""
"227804_at,-0.872022910871554,6.72295476469912,-3.14397473763082,0.00465567648952526,0.239988850293085,-1.97881433518055,""TLCD1"""
"208084_at,0.527345972917752,3.61019437074047,3.14321326111278,0.00466404024192308,0.239988850293085,-1.98032860110805,""ITGB6"""
"220646_s_at,0.674042918326966,3.7530185697424,3.14173154617691,0.00468035642211782,0.239988850293085,-1.98327480225293,""KLRF1"""
"204557_s_at,0.817680845568523,6.96861677050041,3.14170984560009,0.00468059579123823,0.239988850293085,-1.98331794788911,""DZIP1"""
"231824_at,-0.71494916940931,6.28895404025605,-3.14127031321557,0.00468544661768627,0.239988850293085,-1.98419181744733,""LARP1B"""
"238546_at,0.979050598109141,4.7980810180289,3.14104423742196,0.00468794355660173,0.239988850293085,-1.98464128210836,""SLC8A1"""
"209566_at,0.523911607955014,8.67125667358169,3.14065573776869,0.00469223742045374,0.239988850293085,-1.98541364066854,""INSIG2"""
"213169_at,1.06872232719717,6.63178550563075,3.14024362228164,0.00469679644868107,0.23999751946882,-1.98623291644554,""SEMA5A"""
"229288_at,0.789945587821308,9.37615217329204,3.13750800825278,0.00472716782090871,0.2408258008975,-1.99167040642868,""EPHA7"""
"223165_s_at,-0.501434975613391,9.6460209801894,-3.13743305618127,0.00472800261869246,0.2408258008975,-1.99181936548091,""IP6K2"""
"220407_s_at,0.799841415923376,7.92579580619117,3.136354510783,0.00474003096878512,0.2408258008975,-1.99396273408038,""TGFB2"""
"202898_at,0.608984993354843,8.53196359606639,3.13586881754015,0.00474545725064892,0.2408258008975,-1.9949278662762,""SDC3"""
"218279_s_at,-1.05041263489183,10.5560579706957,-3.13489357225982,0.00475637104710437,0.2408258008975,-1.99686565800135,""H2AC18"""
"228559_at,-1.06929574789825,9.70372960137026,-3.13448796278272,0.00476091728377088,0.2408258008975,-1.99767154014515,""CENPN"""
"224735_at,-0.65885585157452,9.07195727688269,-3.13421787879577,0.00476394682235251,0.2408258008975,-1.99820813645574,""CYB561A3"""
"201980_s_at,0.538668352425079,8.88028186494716,3.13387320508341,0.00476781573944712,0.2408258008975,-1.99889290487849,""RSU1"""
"50965_at,-0.976370189590464,7.31672544811475,-3.13365497668373,0.00477026689294911,0.2408258008975,-1.99932645035988,""RAB26"""
"210542_s_at,0.554316063714733,4.69168934282809,3.13043414102376,0.00480658530680994,0.241632762831305,-2.0057240565541,""SLCO3A1"""
"209478_at,-0.562454711789121,9.29793750419286,-3.12990865094728,0.00481253605253498,0.241632762831305,-2.00676765205508,""CENPX"""
235664_at,0.518397913704064,5.51687842380331,3.12972835334819,0.00481457941389296,0.241632762831305,-2.00712570090858,NA
"208790_s_at,1.04984806549242,7.61294906479063,3.12949835842117,0.00481718722425465,0.241632762831305,-2.00758243316287,""CAVIN1"""
"204995_at,-0.726689938062327,5.51076093962589,-3.12816597216346,0.0048323214138619,0.241741995687851,-2.01022812698463,""CDK5R1"""
"231951_at,0.589103988987943,3.30811063449656,3.12813891741334,0.00483262919591808,0.241741995687851,-2.01028184542209,""GNAO1"""
"210448_s_at,-1.08365280316278,5.85518197562605,-3.12758041800224,0.00483898706348059,0.241838773030897,-2.01139073884177,""P2RX5"""
"214234_s_at,2.01735061335288,6.3740053223694,3.12529841155728,0.00486504905774597,0.242107116229705,-2.01592098695153,""CYP3A5"""
"213270_at,0.672639205060784,5.23442491430872,3.12411066366192,0.00487866746923978,0.242107116229705,-2.01827849704479,""MPP2"""
"204637_at,-1.42275887027511,5.77599045873281,-3.12357512939437,0.00488481979554049,0.242107116229705,-2.01934136381252,""CGA"""
215059_at,1.00815332458107,5.79499389502312,3.12349646398562,0.00488572415025547,0.242107116229705,-2.01949748502263,NA
1564004_at,-0.700427771220035,4.25026638114201,-3.12316690128309,0.00488951463197115,0.242107116229705,-2.02015152939394,NA
"239278_at,0.752490484552137,5.79145719162183,3.12290500153545,0.00489252890874235,0.242107116229705,-2.02067127552865,""BCAS4"""
"224946_s_at,0.663623744178007,7.45836527051504,3.12240181978609,0.00489832520071429,0.24212274574468,-2.02166981281239,""VMA22"""
"1569512_at,1.03751523301918,6.73111825565659,3.1214471721336,0.00490934027518017,0.24212274574468,-2.02356412044416,""SVIL"""
"225293_at,1.1001348428025,9.18437839745344,3.12106628112045,0.00491374180371283,0.24212274574468,-2.02431987153347,""COL27A1"""
235188_at,-0.515181252067444,4.89002850849887,-3.1200651206836,0.00492532925606583,0.24212274574468,-2.02630620124063,NA
"238808_at,0.748148672716413,7.57026088073192,3.11976493853882,0.00492880870624288,0.24212274574468,-2.02690173155229,""HOXA13"""
"238517_at,0.655268004873301,5.34542648009514,3.11861484938053,0.00494216150513118,0.242560754302556,-2.02918322154738,""KLF7"""
"232060_at,0.54053964032919,4.51948122276197,3.11677232971488,0.00496362636904045,0.24339575939667,-2.03283776520627,""ROR1"""
"228218_at,1.56354348005146,8.04160335182656,3.11496708902613,0.00498474416922236,0.244186618300522,-2.03641770292923,""LSAMP"""
"224463_s_at,0.818222995394622,5.62554751471263,3.11273909528777,0.0050109268866908,0.244186618300522,-2.04083508439061,""CFAP300"""
"218732_at,-0.511121601996663,9.70194904634316,-3.11255989052135,0.00501303860303669,0.244186618300522,-2.04119034497461,""PTRH2"""
"222803_at,0.884846682096305,6.92871192571223,3.11210693198636,0.00501838001211145,0.244186618300522,-2.04208827368274,""PRTFDC1"""
240738_at,-1.19038918409982,5.04928472891341,-3.11010346203029,0.00504207138783056,0.244822590286887,-2.04605938032618,NA
"209298_s_at,0.551579953905454,8.37477341478302,3.10893180930938,0.00505597633984213,0.244822590286887,-2.04838135143435,""ITSN1"""
"214235_at,1.7150242434544,7.57899246652739,3.10819495460661,0.00506474012938072,0.244822590286887,-2.04984150028296,""CYP3A5"""
"219268_at,0.505736248241161,4.79857762254265,3.10813900629146,0.00506540614944189,0.244822590286887,-2.04995236275465,""ETNK2"""
"213745_at,1.0077028933437,4.1683320262602,3.10779620054072,0.00506948882332328,0.244822590286887,-2.05063162382187,""ATRNL1"""
"203548_s_at,-0.918593839604116,4.83198269845112,-3.10732447507976,0.00507511206629652,0.244822590286887,-2.05156629685728,""LPL"""
"1552489_s_at,-0.510237363843971,3.32625558683703,-3.10722202721748,0.00507633409954588,0.244822590286887,-2.0517692802198,""MPP4"""
"241801_at,0.627508201702814,4.18642327460956,3.10709900945552,0.00507780187261691,0.244822590286887,-2.05201301657612,""PGAP1"""
"235333_at,0.572682252159174,7.27633218604696,3.10432633119778,0.00511099256634411,0.245316633267815,-2.05750573123473,""B4GALT6"""
"234976_x_at,-0.560517081951881,9.00321323060742,-3.10339777369785,0.00512215467374278,0.245316633267815,-2.05934486461661,""MTHFD2"""
"1556329_a_at,1.42024970240272,5.66602243575545,3.10294888244743,0.00512755918120937,0.245316633267815,-2.06023389083651,""PCDH10"""
"238472_at,0.559035701036804,4.62566631002159,3.10288036780559,0.00512838455919406,0.245316633267815,-2.06036958000183,""FBXO9"""
224237_at,-0.629312746497161,2.91311577134168,-3.10287659368107,0.00512843002880863,0.245316633267815,-2.06037705440251,NA
"220283_at,0.987829359027728,5.22947519969537,3.10042996698271,0.00515798826934659,0.245881953223896,-2.06522181827593,""HHIPL2"""
"229313_at,1.16901021661193,7.34992402098601,3.09903640394833,0.00517489757020767,0.245967598983441,-2.06798077439656,""ANO5"""
"235180_at,-0.635876931074439,4.83555713166417,-3.09840905343566,0.00518252718845768,0.245967598983441,-2.0692226631742,""STYX"""
"205608_s_at,0.929329892608794,5.92007960533302,3.09763016159197,0.0051920148913895,0.246204175357087,-2.07076442660937,""ANGPT1"""
234593_at,-0.558340031493822,3.96967676405986,-3.09535565873193,0.0052198166159351,0.247277151786985,-2.07526593210788,NA
"232619_at,-0.521998422462504,5.92022110340991,-3.09503990780626,0.00522368743143975,0.247277151786985,-2.07589075518864,""ACTL10"""
"214078_at,0.912573922356159,4.146894335449,3.09397463326171,0.00523676714177437,0.247499681496272,-2.07799861899303,""PAK3"""
"224906_at,0.63377190493715,7.83329755980732,3.09335062025718,0.00524444358777088,0.247499681496272,-2.07923324707961,""ANO6"""
"1554012_at,1.25714682318944,5.78357450261142,3.09329875944581,0.00524508205395956,0.247499681496272,-2.07933585157996,""RSPO2"""
"226666_at,0.527549461394242,10.1445730859273,3.09318398660058,0.00524649530597493,0.247499681496272,-2.07956292298661,""DAAM1"""
"229528_at,0.668032632292034,6.92793914665643,3.09252891132503,0.00525456858441605,0.247666842545644,-2.08085889894968,""SBNO1"""
"209763_at,1.1275265026596,9.46752363292346,3.0919709423789,0.00526145454708382,0.247768693718472,-2.08196269306857,""CHRDL1"""
"209355_s_at,1.00170179884153,5.63390981077411,3.08950540144135,0.00529198635259264,0.247768693718472,-2.08683933798909,""PLPP3"""
"228035_at,0.852148221489541,5.56443142699328,3.08941864158781,0.00529306383949286,0.247768693718472,-2.08701091902672,""STK33"""
239033_at,-0.792345566909115,7.50084808842195,-3.0889545208556,0.00529883143359134,0.247768693718472,-2.08792876291273,NA
"243927_x_at,0.528242829710265,4.60907786280983,3.08893608064215,0.0052990607138176,0.247768693718472,-2.08796522929907,""VIRMA"""
"217763_s_at,0.805151113951715,6.19517984346509,3.08869604487953,0.0053020461207245,0.247768693718472,-2.08843990478918,""RAB31"""
"219464_at,1.23387838560957,4.75086574929433,3.08813742122285,0.00530900019104084,0.247881797989033,-2.08954454755574,""CA14"""
"225798_at,0.972527473843707,7.61057527634145,3.08734389806055,0.0053188935385136,0.247971663356642,-2.09111357698552,""JAZF1"""
"239903_at,0.638581767240526,5.25973771891139,3.08725558977376,0.00531999563086128,0.247971663356642,-2.09128818037873,""TPBG"""
242094_at,0.683326769200708,4.78016978079901,3.08610627375611,0.00533435924268784,0.24829995076841,-2.09356046232798,NA
241739_at,0.75177973722713,3.71147463113883,3.08537120144474,0.00534356541633153,0.24829995076841,-2.09501360899934,NA
"218863_s_at,0.535258523237025,4.33978697900689,3.08515511826867,0.00534627459001357,0.24829995076841,-2.09544075705112,""TNS1"""
"208792_s_at,0.943528914524386,11.3623609672128,3.08487842337156,0.00534974562423753,0.24829995076841,-2.09598770659794,""CLU"""
"1558795_at,0.907897406951387,5.50384895993337,3.08402104352421,0.00536051492822599,0.24858876480132,-2.09768240817392,""ADGRB3-DT"""
"236196_at,0.518809253577984,6.9486076934302,3.08210168776424,0.00538469917948137,0.249287406975566,-2.10147565688549,""ZNF326"""
"203178_at,0.777849262853053,5.8656980352994,3.08044076816237,0.0054057118945763,0.249778872645094,-2.10475752866962,""GATM"""
"206419_at,-0.532300205746093,5.48367068224176,-3.08002902366717,0.00541093318432952,0.249778872645094,-2.10557101968641,""RORC"""
"235836_at,0.808499261504007,4.83394245346036,3.07999856186612,0.0054113196602529,0.249778872645094,-2.10563120219392,""MXRA7"""
"237088_at,-0.648646986339768,4.15130676166423,-3.07981975701741,0.00541358873496911,0.249778872645094,-2.10598445786034,""LINC00244"""
"230721_at,0.538988470690382,6.2993977925152,3.07896495038043,0.00542444909873473,0.24981797857902,-2.10767316265096,""MOSMO"""
"204310_s_at,0.720147294334664,7.4923398908341,3.07859362313005,0.00542917336702373,0.24981797857902,-2.10840668641658,""NPR2"""
"226618_at,0.911360188184745,6.40299744555116,3.07854587427008,0.00542978114677972,0.24981797857902,-2.10850100790258,""UBE2QL1"""
"242667_at,0.50323448176879,5.09510192004792,3.07829773578389,0.00543294067652925,0.24981797857902,-2.10899116452725,""TLR3"""
"223274_at,0.549984213313206,5.79505454316177,3.07720801170967,0.00544683703362908,0.24981797857902,-2.11114358032912,""TCF19"""
"227246_at,0.657039264897307,6.49280344056487,3.07449586138509,0.00548157165696113,0.25055607461388,-2.1164995090552,""PLRG1"""
"1556936_at,0.82428418170518,3.97355543774145,3.07374354789973,0.0054912442997904,0.25055607461388,-2.11798489389101,""GAS1RR"""
"215641_at,-0.562503491697046,4.9520270518929,-3.07313962006044,0.0054990210110397,0.25055607461388,-2.1191772156428,""SEC24D"""
"220022_at,1.29600975592019,8.17100472994981,3.07312781684221,0.00549917310538009,0.25055607461388,-2.11920051770965,""ZNF334"""
"1559079_at,-0.534164473600961,4.10355566605666,-3.07172560386146,0.00551727064886542,0.250801092462812,-2.12196857369166,""LINC00567"""
216635_at,-0.919364634620825,5.85868792477272,-3.07156885422535,0.00551929728520033,0.250801092462812,-2.12227798122656,NA
"217437_s_at,0.582108995696373,9.84658373348038,3.07129039963138,0.00552289922862781,0.250801092462812,-2.12282760881357,""TACC1"""
"215985_at,0.535595499868128,7.30439245443432,3.06834072956078,0.00556119386915875,0.251703869864449,-2.12864879840425,""POLR1HASP"""
229734_at,0.790250226917472,7.80303590798609,3.06759998752133,0.00557085077927904,0.25173873521146,-2.13011036447141,NA
"220677_s_at,0.736242118016514,5.82700173990783,3.06730951147636,0.00557464206425563,0.25173873521146,-2.13068347379454,""ADAMTS8"""
"227875_at,0.718185190099508,6.40651072743604,3.06583273290363,0.0055939553849859,0.25173873521146,-2.1335968785935,""KLHL13"""
"215719_x_at,0.852376949239225,6.14541068871875,3.06576160671981,0.00559488719782522,0.25173873521146,-2.13373718529065,""FAS"""
"229437_at,0.990057808245983,5.39689078848743,3.06497256658093,0.00560523431592908,0.25173873521146,-2.1352936083499,""MIR155HG"""
"229954_at,-0.831351515067654,9.67691147206203,-3.06303121215554,0.00563077084405376,0.251933220866317,-2.13912246201883,""CHDH"""
"209287_s_at,0.745595031264675,6.71848500868043,3.06167318671497,0.00564870080633545,0.25241349724417,-2.14180035748267,""CDC42EP3"""
"225655_at,-0.509726116177763,6.12020522362028,-3.06098217322508,0.00565784531625871,0.252524647074649,-2.1431628169029,""UHRF1"""
"207327_at,1.15539267504265,7.32864189366914,3.05914444691658,0.00568223420826849,0.252866684417741,-2.14678572842999,""EYA4"""
"236035_at,0.885989526380332,4.76476268323882,3.05839904897912,0.00569215537271206,0.252866684417741,-2.14825500498104,""FZD1"""
"213746_s_at,1.02598489099414,9.18774591634889,3.05763027369074,0.00570240514921486,0.252866684417741,-2.14977023530801,""FLNA"""
"219562_at,-0.931979526728398,6.75042329881419,-3.05729728619393,0.00570685025031571,0.252866684417741,-2.1504265027542,""RAB26"""
"216252_x_at,0.625927281622107,5.95188941623903,3.05683113999828,0.00571307850885646,0.252866684417741,-2.15134516525215,""FAS"""
"237058_x_at,0.853284833837,3.94297351348938,3.05524996754757,0.00573425358259529,0.252866684417741,-2.15446092614805,""SLC6A13"""
"210285_x_at,0.570099320566385,8.047133298387,3.05501202400232,0.00573744665469792,0.252866684417741,-2.15492975600955,""WTAP"""
"209695_at,-1.09553953234332,7.25167300634408,-3.05466143540766,0.00574215447936879,0.252866684417741,-2.15562051257281,""PTP4A3"""
"203106_s_at,0.610504556731072,4.91189468210623,3.05434451678921,0.0057464133704631,0.252866684417741,-2.15624490696102,""VPS41"""
"239002_at,-0.558011332803393,4.0306971235903,-3.05403327356336,0.00575059895124319,0.252866684417741,-2.15685809839931,""ASPM"""
"201617_x_at,0.800455036843911,9.80009107164095,3.0526243044491,0.00576958340973271,0.252866684417741,-2.15963369510707,""CALD1"""
"215149_at,0.537363561255652,4.9109130511314,3.05233308912909,0.00577351475935995,0.252866684417741,-2.16020732037015,""AJAP1"""
"210829_s_at,0.572557339679915,8.01081984932718,3.0513371835611,0.00578697877590711,0.252866684417741,-2.16216887885015,""SSBP2"""
"230608_at,-0.57469772960302,4.52937303427011,-3.05094265233962,0.00579232093912302,0.252866684417741,-2.16294589673716,""TSACC"""
"201539_s_at,0.968317164512573,7.0150039529825,3.05030438711806,0.00580097343824781,0.252866684417741,-2.16420286972543,""FHL1"""
"1557666_s_at,0.619967209911811,3.92048162872569,3.04986734540184,0.00580690526659668,0.252866684417741,-2.1650635101515,""AK8"""
"240006_at,0.878019691508576,4.67367165147697,3.04983427150014,0.00580735440557836,0.252866684417741,-2.16512863893181,""SCARNA17"""
"215543_s_at,0.776591761578313,9.60699387095999,3.04959242900765,0.00581063960870695,0.252866684417741,-2.16560486536036,""LARGE1"""
"222216_s_at,-0.581405466469194,9.13098847567361,-3.04907360777174,0.00581769334052046,0.252866684417741,-2.16662646392629,""MRPL17"""
"1558234_at,-0.534215947461277,3.73673083272455,-3.04891559011496,0.00581984333526193,0.252866684417741,-2.16693760103506,""KCNJ2-AS1"""
"229406_at,1.21981329495629,6.04404213397023,3.04850458247371,0.00582543910219039,0.252866684417741,-2.16774685036782,""RBFOX3"""
"209168_at,0.777769339899793,7.54527708383333,3.04836208472214,0.0058273803816434,0.252866684417741,-2.16802741123543,""GPM6B"""
"202148_s_at,-0.980682494779303,7.04674470444647,-3.04766190151123,0.00583692818210702,0.252924035484423,-2.16940592279348,""PYCR1"""
"229339_at,1.33788628332816,7.39894151448768,3.04758674212398,0.00583795396033547,0.252924035484423,-2.16955388922638,""MYOCD"""
"238084_at,-0.554024027562443,5.7314985825001,-3.04695631386216,0.00584656489944434,0.253096544637466,-2.17079496580186,""PCGF3"""
"1560080_at,-0.523842689617667,3.88407962927816,-3.0446956084177,0.0058775441496682,0.253487817606389,-2.17524472857485,""DIAPH1"""
236699_at,0.913867144863313,7.76974386747724,3.04386590766453,0.00588895338908508,0.253487817606389,-2.17687755262976,NA
"221885_at,0.575311862179445,5.68425017708002,3.04378687970039,0.00589004121526306,0.253487817606389,-2.17703306918387,""DENND2A"""
"202094_at,-0.631674487674116,3.686103630124,-3.0435239351501,0.00589366205918467,0.253487817606389,-2.17755049928934,""BIRC5"""
"226750_at,-0.513418543517234,8.9179255462079,-3.0428367589324,0.00590313484047949,0.253487817606389,-2.17890267315715,""LARP1B"""
