",""logFC"",""AveExpr"",""t"",""P.Value"",""adj.P.Val"",""B"",""GeneSymbol"""
"242086_at,1.22517255324034,5.90975698362325,4.77536216185712,8.75491564384964e-05,0.163723772374613,1.37727253819496,""SPATA6"""
"204462_s_at,0.935096414592693,6.46055776028179,4.77233097505481,8.82023607879345e-05,0.163723772374613,1.37105257934886,""SLC16A2"""
243179_at,0.920493410479201,6.70037070706045,4.7147703553411,0.000101580924156596,0.163723772374613,1.25280697961552,NA
"214481_at,-1.03940466092446,5.44513188716752,-4.71174393027157,0.000102338333816472,0.163723772374613,1.2465831186336,""H2AC17"""
"223794_at,1.26981027493941,5.76949031355946,4.70987247824643,0.000102809533279714,0.163723772374613,1.24273413944123,""ODAD2"""
"237105_at,0.749390228358648,5.77823311084963,4.70517447155962,0.000104002047890796,0.163723772374613,1.23307074372594,""CHROMR"""
"232734_at,0.764413161748975,5.8546917056716,4.68655801128227,0.00010886591777313,0.163723772374613,1.1947630592932,""TTC23"""
"1556905_at,-1.5972623868199,6.9126980188359,-4.68056450005193,0.000110479998377105,0.163723772374613,1.18242492063644,""ZNF577"""
"215779_s_at,-2.06833035715351,8.60838947214013,-4.66413870412145,0.000115027938186488,0.163723772374613,1.14859859494677,""H2BC8"""
"223438_s_at,0.677430468689262,5.63691529982752,4.64608246123545,0.000120244765229796,0.163723772374613,1.11139399210717,""PPARA"""
"233954_at,-0.515440371310634,4.04593288399366,-4.63841098964538,0.00012253257205277,0.163723772374613,1.09558065528064,""SLC71A2"""
"235764_at,1.02540548226929,4.1453838123302,4.62547439089523,0.000126490054048579,0.163723772374613,1.0689057742452,""PRDM5"""
"214202_at,0.601982411116348,7.38963700418529,4.61243867343759,0.000130607755807427,0.163723772374613,1.04201599375989,""PGGT1B"""
236837_x_at,0.652456861550457,6.64195330659238,4.61022157010503,0.000131321368616198,0.163723772374613,1.03744157032585,NA
"237300_at,-0.501872664200836,5.42430091292386,-4.59191759868322,0.00013736441996296,0.163723772374613,0.999664780927842,""PSMA3"""
"226964_at,0.633174783836376,5.76393837207031,4.5859100239489,0.000139408066613275,0.163723772374613,0.987261702297459,""TTBK2"""
"234811_at,-1.21066420210213,5.57815662260938,-4.58139907371314,0.000140962633785777,0.163723772374613,0.977947143221838,""CENPN"""
"219616_at,1.20217321738322,5.51300013602094,4.57159143961326,0.000144402857009604,0.163723772374613,0.957691576001364,""ACSS3"""
"233555_s_at,0.881018138466597,5.54616273149435,4.56389175782201,0.000147162620189456,0.163723772374613,0.941785743868969,""SULF2"""
"206434_at,1.56440151374919,5.25085440548465,4.56074470238633,0.000148305786915153,0.163723772374613,0.935283680372557,""SPOCK3"""
"219395_at,-0.94674243920158,10.2183245312673,-4.55973172504015,0.000148675643007836,0.163723772374613,0.933190673839763,""ESRP2"""
"242138_at,-3.20314209511838,6.75149298972404,-4.55383163306729,0.00015084834067194,0.163723772374613,0.920998832681674,""DLX1"""
"229201_at,1.40317783407752,6.3250517664079,4.52715961475096,0.00016107467827946,0.163723772374613,0.865861111354629,""PAK3"""
"207466_at,-0.905247150023603,5.10046575938195,-4.52594289945186,0.000161557418912906,0.163723772374613,0.863344974785892,""GAL"""
1569937_at,-0.54846926013352,3.41569227560703,-4.51607774093612,0.000165525448495098,0.163723772374613,0.842941313473129,NA
"1560100_at,-1.42688027542191,4.3619620227782,-4.5019031929346,0.000171398528477171,0.163723772374613,0.813616296184473,""DLX1"""
1558841_at,0.68338579740795,3.74948365203402,4.49199535688847,0.000175627356221928,0.163723772374613,0.793112716536072,NA
"235115_at,0.875871868796964,4.92295545170213,4.49016262009172,0.000176420984588678,0.163723772374613,0.78931948731158,""PDE8B"""
"218177_at,0.621974017264747,7.12559193481771,4.47719735659676,0.000182138919347727,0.163723772374613,0.762480752720425,""CHMP1B"""
